=== 起点中文网各分类月票榜前 100 名 汇总 ===
--- 爬取完成时间: 198532.281 ---
 55. 《蜀山镇世地仙》 - https://www.qidian.com/book/1039775049/
 56. 《我不是哥布林杀手》 - https://www.qidian.com/book/1044612643/
 57. 《神农道君》 - https://www.qidian.com/book/1039640376/
 58. 《从山寨老头乐，到工业霸主》 - https://www.qidian.com/book/1045762422/
 59. 《轮回乐园》 - https://www.qidian.com/book/1009817672/
 60. 《说好体验人生，仙子你怎么成真了》 - https://www.qidian.com/book/1044988737/
 61. 《呢喃诗章》 - https://www.qidian.com/book/1027630529/
 62. 《百世修仙：我能固定天赋》 - https://www.qidian.com/book/1045561279/
 63. 《重生八一渔猎西北》 - https://www.qidian.com/book/1039893514/
 64. 《流窜诸天的恶势力》 - https://www.qidian.com/book/1042086644/
 65. 《红尘尸仙》 - https://www.qidian.com/book/1042279725/
 66. 《说好的保卫科干事，你破什么案？》 - https://www.qidian.com/book/1043961748/
 67. 《仙人消失之后》 - https://www.qidian.com/book/1033991975/
 68. 《1987我的年代》 - https://www.qidian.com/book/1040855137/
 69. 《喧嚣未及之处》 - https://www.qidian.com/book/1046167790/
 70. 《文豪1879：独行法兰西》 - https://www.qidian.com/book/1045279264/
 71. 《韩城：我与未来有扇门》 - https://www.qidian.com/book/1044444421/
 72. 《仙道尽头》 - https://www.qidian.com/book/1044334449/
 73. 《死刑变无罪？谁叫他做侦探的！》 - https://www.qidian.com/book/1043127479/
 74. 《食仙主》 - https://www.qidian.com/book/1032634963/
 75. 《仙业》 - https://www.qidian.com/book/1035985996/
 76. 《惊涛落日》 - https://www.qidian.com/book/1043249350/
 77. 《历史病了》 - https://www.qidian.com/book/1044399093/
 78. 《整座大山都是我的猎场》 - https://www.qidian.com/book/1031866444/
 79. 《山海提灯》 - https://www.qidian.com/book/1039449163/
 80. 《红楼芳华，权倾天下》 - https://www.qidian.com/book/1045831749/
 81. 《大明：让你死谏，你怎么真死啊？》 - https://www.qidian.com/book/1045582790/
 82. 《太虚至尊》 - https://www.qidian.com/book/1038440253/
 83. 《绑定打卡系统，我成了悠闲旅行家》 - https://www.qidian.com/book/1044764578/
 84. 《以神通之名》 - https://www.qidian.com/book/1044896207/
 85. 《远山破阵曲》 - https://www.qidian.com/book/1044330281/
 86. 《高武纪元》 - https://www.qidian.com/book/1039141715/
 87. 《旧域怪诞》 - https://www.qidian.com/book/1045191725/
 88. 《仙工开物》 - https://www.qidian.com/book/1039889503/
 89. 《重生08：装备系男神》 - https://www.qidian.com/book/1042476546/
 90. 《九龙夺嫡，我真不想当太子》 - https://www.qidian.com/book/1044762088/
 91. 《人在峨眉，开局获取金色词条》 - https://www.qidian.com/book/1045445836/
 92. 《隐秘买家》 - https://www.qidian.com/book/1045583754/
 93. 《天命皆烬》 - https://www.qidian.com/book/1039028902/
 94. 《系统很抽象，还好我也是》 - https://www.qidian.com/book/1042169201/
 95. 《科技入侵现代》 - https://www.qidian.com/book/1043452279/
 96. 《大哥说我天下无敌》 - https://www.qidian.com/book/1045526336/
 97. 《怪物来了》 - https://www.qidian.com/book/1041377890/
 98. 《华娱浪子，怎么被天仙改造了？》 - https://www.qidian.com/book/1041096567/
 99. 《凡人修仙传》 - https://www.qidian.com/book/107580/
100. 《阵问长生》 - https://www.qidian.com/book/1036645930/

==== 玄幻 ====
  1. 《苟在初圣魔门当人材》 - https://www.qidian.com/book/1043182343/
  2. 《夜无疆》 - https://www.qidian.com/book/1040765595/
  3. 《青山》 - https://www.qidian.com/book/1033014772/
  4. 《诡秘之主》 - https://www.qidian.com/book/1010868264/
  5. 《鸣龙》 - https://www.qidian.com/book/1039457453/
  6. 《元始法则》 - https://www.qidian.com/book/1042108416/
  7. 《从水猴子开始成神》 - https://www.qidian.com/book/1037570737/
  8. 《苟在武道世界成圣》 - https://www.qidian.com/book/1045003390/
  9. 《天人图谱》 - https://www.qidian.com/book/1037676014/
 10. 《大道之上》 - https://www.qidian.com/book/1039994731/
 11. 《亡灵法师，召唤055什么鬼？》 - https://www.qidian.com/book/1045018157/
 12. 《龙藏》 - https://www.qidian.com/book/1038996214/
 13. 《宿命之环》 - https://www.qidian.com/book/1036370336/
 14. 《真君驾到》 - https://www.qidian.com/book/1044839471/
 15. 《长夜君主》 - https://www.qidian.com/book/1037414980/
 16. 《神农道君》 - https://www.qidian.com/book/1039640376/
 17. 《食仙主》 - https://www.qidian.com/book/1032634963/
 18. 《历史病了》 - https://www.qidian.com/book/1044399093/
 19. 《太虚至尊》 - https://www.qidian.com/book/1038440253/
 20. 《高武纪元》 - https://www.qidian.com/book/1039141715/
 21. 《旧域怪诞》 - https://www.qidian.com/book/1045191725/
 22. 《隐秘买家》 - https://www.qidian.com/book/1045583754/
 23. 《天命皆烬》 - https://www.qidian.com/book/1039028902/
 24. 《大乾武圣！》 - https://www.qidian.com/book/1039084315/
 25. 《巫师：从合成宝石开始》 - https://www.qidian.com/book/1043196323/
 26. 《星武纪元》 - https://www.qidian.com/book/1040259451/
 27. 《万相之王》 - https://www.qidian.com/book/1027368101/
 28. 《这个武圣血条太厚》 - https://www.qidian.com/book/1039918657/
 29. 《我！清理员！》 - https://www.qidian.com/book/1036211225/
 30. 《夫人请住手》 - https://www.qidian.com/book/1043498806/
 31. 《长青仙尊》 - https://www.qidian.com/book/1041901254/
 32. 《祭祀百年，我成了部落先祖》 - https://www.qidian.com/book/1044642569/
 33. 《从斩妖除魔开始长生不死》 - https://www.qidian.com/book/1038307656/
 34. 《有诡》 - https://www.qidian.com/book/1042628462/
 35. 《旧神之巅》 - https://www.qidian.com/book/1039995415/
 36. 《巫师：我的职业面板没有上限》 - https://www.qidian.com/book/1043605775/
 37. 《普罗之主》 - https://www.qidian.com/book/1038229163/
 38. 《国术：一天涨一年功力！》 - https://www.qidian.com/book/1044964632/
 39. 《至圣先师他太稳重了》 - https://www.qidian.com/book/1045335204/
 40. 《说好当闲散赘婿，你陆地神仙？》 - https://www.qidian.com/book/1044482577/
 41. 《万世之名》 - https://www.qidian.com/book/1038367936/
 42. 《我略微出手，就是系统的极限》 - https://www.qidian.com/book/1044581232/
 43. 《高武：肝成宇宙之主》 - https://www.qidian.com/book/1045207059/
 44. 《从文明晋升考核开始装天才》 - https://www.qidian.com/book/1045849540/
 45. 《民俗从傩戏班子开始》 - https://www.qidian.com/book/1045776509/
 46. 《我来教你们修仙》 - https://www.qidian.com/book/1044084610/
 47. 《从栽下菩提树开始成神》 - https://www.qidian.com/book/1040794052/
 48. 《神祇》 - https://www.qidian.com/book/1043497779/
 49. 《人族镇守使》 - https://www.qidian.com/book/1026225232/
 50. 《斗破之魂族妖女》 - https://www.qidian.com/book/1040989155/
 51. 《道诡异仙》 - https://www.qidian.com/book/1031794030/
 52. 《机甲大战正酣，你说你已成仙帝？》 - https://www.qidian.com/book/1044648280/
 53. 《无尽寒冬：我的营地无限升级》 - https://www.qidian.com/book/1041747843/
 54. 《从五禽拳开始肉身成圣》 - https://www.qidian.com/book/1039338747/
 55. 《人间太岁神！》 - https://www.qidian.com/book/1035676337/
 56. 《天榜》 - https://www.qidian.com/book/1044204199/
 57. 《我的职业太有个性》 - https://www.qidian.com/book/1046089305/
 58. 《末法时代的长生武圣》 - https://www.qidian.com/book/1044261524/
 59. 《武道登神》 - https://www.qidian.com/book/1042245167/
 60. 《掌门师伯新收了个女徒弟》 - https://www.qidian.com/book/1041753908/
 61. 《纯阳！》 - https://www.qidian.com/book/1040682764/
 62. 《晦朔光年》 - https://www.qidian.com/book/1043462065/
 63. 《未来，地球成了神话时代遗迹》 - https://www.qidian.com/book/1044215440/
 64. 《锦衣无双》 - https://www.qidian.com/book/1045071674/
 65. 《古代末世的文弱书生》 - https://www.qidian.com/book/1043202112/
 66. 《守序暴君》 - https://www.qidian.com/book/1041712048/
 67. 《法师之上！》 - https://www.qidian.com/book/1040247886/
 68. 《万般特质加身，我终将成为不朽》 - https://www.qidian.com/book/1043019445/
 69. 《两界高武：收束诸天成大罗》 - https://www.qidian.com/book/1044847891/
 70. 《道爷要飞升》 - https://www.qidian.com/book/1037991205/
 71. 《高武：从武道生到宇宙天尊》 - https://www.qidian.com/book/1039751366/
 72. 《神话绘卷师：开局财神赵公明》 - https://www.qidian.com/book/1045149691/
 73. 《我咋就天下无敌了》 - https://www.qidian.com/book/1045819148/
 74. 《诸天领主》 - https://www.qidian.com/book/1046260880/
 75. 《我有无限死士，暴兵横推诸天》 - https://www.qidian.com/book/1045657767/
 76. 《寒门崛起：我的武道逆袭生涯》 - https://www.qidian.com/book/1042706859/
 77. 《恶徒》 - https://www.qidian.com/book/1046237903/
 78. 《道君，从蓬莱筑基开始》 - https://www.qidian.com/book/1038586302/
 79. 《我的天道版本太低，所以全是漏洞》 - https://www.qidian.com/book/1043444238/
 80. 《修行从简化功法开始》 - https://www.qidian.com/book/1034284970/
 81. 《我的梦境可以捡到至宝》 - https://www.qidian.com/book/1040485671/
 82. 《高武：我继承了游戏里的邪恶组织》 - https://www.qidian.com/book/1041174910/
 83. 《一世之尊》 - https://www.qidian.com/book/3249362/
 84. 《百肝成帝：从杂役开始！》 - https://www.qidian.com/book/1044284178/
 85. 《道起五脏观：我在九十年代当天师》 - https://www.qidian.com/book/1045400385/
 86. 《八道横行》 - https://www.qidian.com/book/1043800607/
 87. 《我在上古做天帝》 - https://www.qidian.com/book/1045391174/
 88. 《我于人间证不朽》 - https://www.qidian.com/book/1045076554/
 89. 《从武馆弟子开始百炼成神》 - https://www.qidian.com/book/1042697290/
 90. 《镜主》 - https://www.qidian.com/book/1045336850/
 91. 《瘤剑仙》 - https://www.qidian.com/book/1044383477/
 92. 《人道大圣》 - https://www.qidian.com/book/1030665314/
 93. 《人在遮天，抽卡成帝》 - https://www.qidian.com/book/1044347930/
 94. 《我的功法都太有主见了》 - https://www.qidian.com/book/1045255629/
 95. 《每天去梦里雇佣小怪物》 - https://www.qidian.com/book/1045914182/
 96. 《狩神纪元》 - https://www.qidian.com/book/1046172167/
 97. 《大明：从战场捡属性开创诸天大明》 - https://www.qidian.com/book/1042838558/
 98. 《祥子修仙记》 - https://www.qidian.com/book/1045338276/
 99. 《百无禁忌》 - https://www.qidian.com/book/1042263958/
100. 《王妃，请自重》 - https://www.qidian.com/book/1045550807/

==== 奇幻 ====
  1. 《这个地下城长蘑菇了》 - https://www.qidian.com/book/1044050715/
  2. 《哥布林重度依赖》 - https://www.qidian.com/book/1042786143/
  3. 《大不列颠之影》 - https://www.qidian.com/book/1037013306/
  4. 《绝夜之旅》 - https://www.qidian.com/book/1041632376/
  5. 《超魔术士：开局魔网又崩了》 - https://www.qidian.com/book/1045343096/
  6. 《万国之国》 - https://www.qidian.com/book/1030618670/
  7. 《圣女来时不纳粮》 - https://www.qidian.com/book/1038971641/
  8. 《战锤：以涅槃之名》 - https://www.qidian.com/book/1035859405/
  9. 《修仙的我却来到了巫师世界》 - https://www.qidian.com/book/1044603424/
 10. 《诡秘：善魔女》 - https://www.qidian.com/book/1036800866/
 11. 《幽魂骑士王的地下城工程》 - https://www.qidian.com/book/1046000930/
 12. 《狗头人的巫师日志》 - https://www.qidian.com/book/1043807613/
 13. 《矢车菊魔女》 - https://www.qidian.com/book/1046166626/
 14. 《千面之龙》 - https://www.qidian.com/book/1043761210/
 15. 《诡秘：最后一个牧羊人》 - https://www.qidian.com/book/1043433916/
 16. 《谁把遗言落这了？》 - https://www.qidian.com/book/1045525701/
 17. 《克拉夫特异态学笔记》 - https://www.qidian.com/book/1034284068/
 18. 《吟游诗人又幻想了》 - https://www.qidian.com/book/1045193869/
 19. 《生活不易，红龙卖艺？》 - https://www.qidian.com/book/1045939992/
 20. 《阿兹特克的永生者》 - https://www.qidian.com/book/1023471051/
 21. 《钢铁火药和施法者》 - https://www.qidian.com/book/1021263756/
 22. 《希腊：我就是宙斯！》 - https://www.qidian.com/book/1044836690/
 23. 《一心退休的我却成了帝国上将》 - https://www.qidian.com/book/1043735998/
 24. 《战锤：恐虐是我的神选》 - https://www.qidian.com/book/1046035168/
 25. 《帝皇的告死天使》 - https://www.qidian.com/book/1022746073/
 26. 《从加点开始无限进化》 - https://www.qidian.com/book/1045059414/
 27. 《我的设定在你之上！》 - https://www.qidian.com/book/1045339766/
 28. 《天启预报》 - https://www.qidian.com/book/1014180485/
 29. 《凛冬领主：从每日情报开始》 - https://www.qidian.com/book/1043859598/
 30. 《我，落难王子，打钱》 - https://www.qidian.com/book/1042938021/
 31. 《黑帆》 - https://www.qidian.com/book/1037526139/
 32. 《工业克苏鲁，从海岛领主开始》 - https://www.qidian.com/book/1042804894/
 33. 《光明之路》 - https://www.qidian.com/book/1036945603/
 34. 《龙与美食与地下城》 - https://www.qidian.com/book/1045267714/
 35. 《词条种田：从北荒领主到帝皇》 - https://www.qidian.com/book/1043441359/
 36. 《巨龙领主：从每日情报开始》 - https://www.qidian.com/book/1044332070/
 37. 《致异世界》 - https://www.qidian.com/book/1036307268/
 38. 《战锤40K：毁灭战士》 - https://www.qidian.com/book/1037850121/
 39. 《福尔摩斯在霍格沃茨》 - https://www.qidian.com/book/1042687729/
 40. 《北境王权》 - https://www.qidian.com/book/1040047275/
 41. 《权游之三叉戟河之王》 - https://www.qidian.com/book/1044652613/
 42. 《诡秘：银之钥》 - https://www.qidian.com/book/1044650312/
 43. 《诡秘：先天命运圣体》 - https://www.qidian.com/book/1044062338/
 44. 《40k：午夜之刃》 - https://www.qidian.com/book/1037187334/
 45. 《诡秘：第四纪元的时空穿越者》 - https://www.qidian.com/book/1044230781/
 46. 《诡秘：开局假扮纯白天使》 - https://www.qidian.com/book/1044744052/
 47. 《主人说抽到的词条不能浪费》 - https://www.qidian.com/book/1046069473/
 48. 《战锤：向虚空领主致敬！》 - https://www.qidian.com/book/1039964904/
 49. 《枪决通知》 - https://www.qidian.com/book/1045952143/
 50. 《王国血脉》 - https://www.qidian.com/book/1003586227/
 51. 《魔兽艾泽拉斯，从挖黑龙墙角开始》 - https://www.qidian.com/book/1044848271/
 52. 《骑士领主：从每日情报开始》 - https://www.qidian.com/book/1041712374/
 53. 《克系腐溃邪神，从密大教授开始》 - https://www.qidian.com/book/1044777248/
 54. 《杀穿地下城的哥布林杀手》 - https://www.qidian.com/book/1045939688/
 55. 《龙神：我在艾泽拉斯传火七千年》 - https://www.qidian.com/book/1045044075/
 56. 《帝国血脉》 - https://www.qidian.com/book/1042412214/
 57. 《灰沼领主，从生物改造开始》 - https://www.qidian.com/book/1045096834/
 58. 《骑砍乱入十字军之王》 - https://www.qidian.com/book/1045420990/
 59. 《奇诡航海：召唤第四天灾》 - https://www.qidian.com/book/1040084813/
 60. 《旧日音乐家》 - https://www.qidian.com/book/1033804669/
 61. 《我不是领主》 - https://www.qidian.com/book/1043028890/
 62. 《猎魔人：基里曼大师野心勃勃》 - https://www.qidian.com/book/1043796049/
 63. 《法师故事：假龙永生》 - https://www.qidian.com/book/1042032271/
 64. 《战锤40k：锻钢兄弟》 - https://www.qidian.com/book/1042578043/
 65. 《希腊神话：洞穴之神》 - https://www.qidian.com/book/1043621086/
 66. 《圣堂教会从赐福开始》 - https://www.qidian.com/book/1044518172/
 67. 《红龙之下》 - https://www.qidian.com/book/1039753240/
 68. 《种出个帝国神话》 - https://www.qidian.com/book/1042184423/
 69. 《巫妖的现代化农场》 - https://www.qidian.com/book/1044578872/
 70. 《狼人狩猎法则》 - https://www.qidian.com/book/1035053977/
 71. 《佣兵战纪》 - https://www.qidian.com/book/1043309729/
 72. 《别逼我抽出昆特牌》 - https://www.qidian.com/book/1043630723/
 73. 《多周目的底边冒险者》 - https://www.qidian.com/book/1045828806/
 74. 《在魔法世界搞工业》 - https://www.qidian.com/book/1045025822/
 75. 《空想具现的大贵族》 - https://www.qidian.com/book/1035510486/
 76. 《地下城女王：开局送哥布林进厂！》 - https://www.qidian.com/book/1044671273/
 77. 《骑砍系统：从开拓领主开始》 - https://www.qidian.com/book/1038801618/
 78. 《冰与火：牧龙者》 - https://www.qidian.com/book/1044702392/
 79. 《冒险者？错！是金币收藏家》 - https://www.qidian.com/book/1044281259/
 80. 《徒弟，不要丢下为师去当勇者啊！》 - https://www.qidian.com/book/1045192448/
 81. 《1881：西部猎魔手记》 - https://www.qidian.com/book/1045647453/
 82. 《重生白龙，实在太弱的我只能自律》 - https://www.qidian.com/book/1043842153/
 83. 《占星家忽悠着你》 - https://www.qidian.com/book/1045421153/
 84. 《重生北美：传奇从美式居合开始》 - https://www.qidian.com/book/1045278068/
 85. 《巫师：从不义超人至太阳神》 - https://www.qidian.com/book/1046058382/
 86. 《诡秘地海》 - https://www.qidian.com/book/1020600643/
 87. 《1888：未确认生物猎杀手记》 - https://www.qidian.com/book/1045492480/
 88. 《我在异界种田封神》 - https://www.qidian.com/book/1035966710/
 89. 《让你开拓，你开拓出了一个帝国？》 - https://www.qidian.com/book/1045903136/
 90. 《权游：开局带疯王杀出暮谷镇！》 - https://www.qidian.com/book/1044813430/
 91. 《天国拯救：梦境传承》 - https://www.qidian.com/book/1043754397/
 92. 《我的异世界是游戏模式》 - https://www.qidian.com/book/1037856850/
 93. 《猎妖高校》 - https://www.qidian.com/book/1004600098/
 94. 《费伦之旅：宗主和我都不太对劲》 - https://www.qidian.com/book/1045983527/
 95. 《钢铁蒸汽与火焰》 - https://www.qidian.com/book/1003686476/
 96. 《巫师秘旅》 - https://www.qidian.com/book/1041159926/
 97. 《冒险者营地日志》 - https://www.qidian.com/book/1045043769/
 98. 《放开那个女巫》 - https://www.qidian.com/book/1003306811/
 99. 《人在战锤，是巫后，也是凤凰女王》 - https://www.qidian.com/book/1041727672/
100. 《武僧的奇幻世界之旅》 - https://www.qidian.com/book/1040249620/

==== 武侠 ====
  1. 《人在峨眉，开局获取金色词条》 - https://www.qidian.com/book/1045445836/
  2. 《盖世双谐》 - https://www.qidian.com/book/1017371184/
  3. 《剑出大唐》 - https://www.qidian.com/book/1043632678/
  4. 《剑出星宿毒为锋》 - https://www.qidian.com/book/1045202047/
  5. 《问剑华山》 - https://www.qidian.com/book/1044286766/
  6. 《秦时：我在天宗误入歧途》 - https://www.qidian.com/book/1044666365/
  7. 《射雕：从镖人开始》 - https://www.qidian.com/book/1045322129/
  8. 《八小时工作制的朝廷鹰犬》 - https://www.qidian.com/book/1042428486/
  9. 《苦境：今天世界毁灭了吗》 - https://www.qidian.com/book/1045763814/
 10. 《诡秘武林：侠客挥犀录》 - https://www.qidian.com/book/1030887252/
 11. 《速通武侠世界：我专治意难平！》 - https://www.qidian.com/book/1044737071/
 12. 《大宋为王十三年，方知是天龙》 - https://www.qidian.com/book/1042506551/
 13. 《在温瑞安书中，从执掌家门开始！》 - https://www.qidian.com/book/1045723418/
 14. 《我王语嫣，在线改命》 - https://www.qidian.com/book/1044997095/
 15. 《这个枪手有1点怂》 - https://www.qidian.com/book/1044220139/
 16. 《这江湖不混也罢》 - https://www.qidian.com/book/1045855589/
 17. 《谁能书阁下，白首太玄经》 - https://www.qidian.com/book/1044722570/
 18. 《穿越神雕：我为西狂》 - https://www.qidian.com/book/1044803710/
 19. 《瞎子捉刀人：开局满级九阳神功》 - https://www.qidian.com/book/1043026487/
 20. 《十国侠影》 - https://www.qidian.com/book/1045605306/
 21. 《苦境：学海无涯的大科学家》 - https://www.qidian.com/book/1044960626/
 22. 《苟在苦境的重生回复术士》 - https://www.qidian.com/book/1044908449/
 23. 《横练诸天：开局硬刚九阴白骨爪》 - https://www.qidian.com/book/1037889099/
 24. 《神雕：我学了斗转星移》 - https://www.qidian.com/book/1042481600/
 25. 《这个锦衣卫只想退休养老》 - https://www.qidian.com/book/1044824399/
 26. 《江湖路从火云传奇开始》 - https://www.qidian.com/book/1045859458/
 27. 《综武：女侠别怕，我是好人呐！》 - https://www.qidian.com/book/1042477015/
 28. 《死人经》 - https://www.qidian.com/book/2389275/
 29. 《综武：从锦衣卫校尉开始》 - https://www.qidian.com/book/1043930522/
 30. 《苦境：开局救下少女素还真》 - https://www.qidian.com/book/1045944815/
 31. 《重生笑傲：我要当教主》 - https://www.qidian.com/book/1040446533/
 32. 《神雕：七年后方知是武侠》 - https://www.qidian.com/book/1045853609/
 33. 《开局被追杀，我获得第一快剑》 - https://www.qidian.com/book/1042016222/
 34. 《多情剑客无敌剑》 - https://www.qidian.com/book/1045838341/
 35. 《家师元十三限》 - https://www.qidian.com/book/1044005813/
 36. 《霹雳苦境开局有个聊天群》 - https://www.qidian.com/book/1045782963/
 37. 《神话综武：开局召唤四大尸祖》 - https://www.qidian.com/book/1043986075/
 38. 《大明：靖难戍边，称霸天下》 - https://www.qidian.com/book/1043122692/
 39. 《我在神雕之艰难求生》 - https://www.qidian.com/book/1045298153/
 40. 《我有故人抱剑去》 - https://www.qidian.com/book/1038538519/
 41. 《人在综武，天道酬勤》 - https://www.qidian.com/book/1044811863/
 42. 《从和李莫愁修炼心经开始》 - https://www.qidian.com/book/1041718556/
 43. 《武侠：开局获得神照经》 - https://www.qidian.com/book/1046026537/
 44. 《人在大宋：忽悠慕容复替我打工》 - https://www.qidian.com/book/1044265585/
 45. 《射雕：桃花岛弃徒，开局拐走蓉儿》 - https://www.qidian.com/book/1045261604/
 46. 《说好的练武，我拳出太阳耀斑》 - https://www.qidian.com/book/1046001347/
 47. 《武侠世界练禁武》 - https://www.qidian.com/book/1045243631/
 48. 《武侠：我身边怎么都是恶女啊！》 - https://www.qidian.com/book/1045074849/
 49. 《锦衣卫：开局奖励金刚不坏神功》 - https://www.qidian.com/book/1046272684/
 50. 《诸天：从倚天开始长生无敌！》 - https://www.qidian.com/book/1046100375/
 51. 《张无忌穿越杨过》 - https://www.qidian.com/book/1045057169/
 52. 《笑傲之道士下山》 - https://www.qidian.com/book/1042546125/
 53. 《从朝廷鹰犬开始横推笑傲》 - https://www.qidian.com/book/1046198165/
 54. 《长生妄想》 - https://www.qidian.com/book/1045859277/
 55. 《开局紫霞三百年，岳掌门不装了》 - https://www.qidian.com/book/1045764594/
 56. 《张君宝穿越倚天屠龙记》 - https://www.qidian.com/book/1045605301/
 57. 《反派模板：从曹少钦开始》 - https://www.qidian.com/book/1044652476/
 58. 《剑出武当！》 - https://www.qidian.com/book/1045187942/
 59. 《神雕杨过：朕只想行侠仗义！》 - https://www.qidian.com/book/1045514973/
 60. 《奸臣模拟器：从首辅到国贼》 - https://www.qidian.com/book/1046087867/
 61. 《综武：从忽悠小龙女开始》 - https://www.qidian.com/book/1042493037/
 62. 《穿越武侠世界从笑傲开始》 - https://www.qidian.com/book/1042140443/
 63. 《武林神话，从见习镖师开始》 - https://www.qidian.com/book/1044515065/
 64. 《综武：救下李莫愁后，她让我负责》 - https://www.qidian.com/book/1046221136/
 65. 《武侠：家族弃子，开了仙侠小游戏》 - https://www.qidian.com/book/1045625054/
 66. 《倚天：从独上光明顶开始》 - https://www.qidian.com/book/1044480632/
 67. 《武侠网游：从绝后岳不群开始》 - https://www.qidian.com/book/1044984149/
 68. 《大侠别急，笑傲江湖先问问大明律》 - https://www.qidian.com/book/1042164563/
 69. 《武侠：从六扇门开始模拟人生》 - https://www.qidian.com/book/1041675360/
 70. 《神雕从还俗开始》 - https://www.qidian.com/book/1044957090/
 71. 《重返笑傲：你们谁是潘金莲？》 - https://www.qidian.com/book/1045667511/
 72. 《秦时：从夜宿寝宫开始长生》 - https://www.qidian.com/book/1045351321/
 73. 《双穿门，开局辟邪剑谱换兔符咒！》 - https://www.qidian.com/book/1044702923/
 74. 《少林侠影传奇》 - https://www.qidian.com/book/1041996142/
 75. 《综武：开局捡个邀月当媳妇》 - https://www.qidian.com/book/1042738064/
 76. 《神话从童子功开始》 - https://www.qidian.com/book/1029103628/
 77. 《九鼎记》 - https://www.qidian.com/book/1321320/
 78. 《一切从笑傲江湖开始》 - https://www.qidian.com/book/1043147138/
 79. 《从少林佃户开始成就金刚不坏之身》 - https://www.qidian.com/book/1046279365/
 80. 《综武：开局获得太极玄清道》 - https://www.qidian.com/book/1046184706/
